"Mean","Variance"
612.07602687305,43.1054556535936
655.9171138621,16.2718114129517
598.48849336474,32.2319096766079
779.84055253513,9.8186853166768
608.12416754673,37.009861293137
664.77484525921,10.9967671754805
626.1595447184,10.6282034480556
569.34168291033,16.9159582078501
759.20635160925,26.5612050677353
764.25416485387,18.9241580092295
1371.38255747347,129.518928484858
324.60537257678,9.39092099468344
712.05242733789,7.91150945133639
781.54824783139,15.5105768486518
795.68850778737,48.6931827065232
1304.58504159972,1169.37022712037
648.13412038837,19.0286002756013
644.06548263166,21.3222363232953
556.22554455776,67.7324418820844
674.70467418753,9.18808265558656
571.95294929461,30.3633629060643
554.58532640009,22.3727143540262
752.53438912703,33.6837235080854
588.95308214827,15.919845519905
690.69487643245,24.2687516274532
285.15021397226,12.088779449062
560.67719359101,28.3789189102473
384.51346012969,29.024906930978
706.39823368159,3.42881553206553
219.129658576774,40.0085057096052
598.91669085865,15.9456492811139
384.31189608158,40.9293292443037
703.36052036675,4.45323822781146
